date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:54:54	820/820	---M--	200	added ('OK')	text/plain	etag:%22334-558fab303eb00%22	https://www.lovevivah.com/robots.txt		(from )
16:54:55	94216/94216	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Mar%202020%2011:24:54%20GMT	https://www.lovevivah.com/	www.lovevivah.com/index.html	(from )
16:54:55	736/736	---M--	200	added ('OK')	image/png	etag:%222e0-58f1d4a7bbc80%22	https://www.lovevivah.com/assets/images/icons/favicon_medium.png	www.lovevivah.com/assets/images/icons/favicon_medium.png	(from https://www.lovevivah.com/)
16:55:00	121251/121251	---M--	200	added ('OK')	text/css	etag:%221d9a3-55706da185000%22	https://www.lovevivah.com/assets/css/bootstrap/css/bootstrap.min.css?v=4	www.lovevivah.com/assets/css/bootstrap/css/bootstrap.min7b30.css	(from https://www.lovevivah.com/)
16:55:00	100185/100185	---M--	200	added ('OK')	application/javascript	etag:%2218759-5416cdb3c7880%22	https://www.lovevivah.com/assets/js/angular.min.js	www.lovevivah.com/assets/js/angular.min.js	(from https://www.lovevivah.com/)
16:55:01	8958/8958	---M--	200	added ('OK')	application/javascript	etag:%2222fe-54270493c1d00%22	https://www.lovevivah.com/assets/js/angular-sanitize.js	www.lovevivah.com/assets/js/angular-sanitize.js	(from https://www.lovevivah.com/)
16:55:02	65650/65650	---M--	200	added ('OK')	text/css	etag:%2210072-59d33154867ad%22	https://www.lovevivah.com/assets/css/style.css?v=32	www.lovevivah.com/assets/css/style4c33.css	(from https://www.lovevivah.com/)
16:55:03	42839/42839	---M--	200	added ('OK')	text/css	etag:%22a757-55f8fcfdecb00%22	https://www.lovevivah.com/assets/css/jquery.mCustomScrollbar.min.css	www.lovevivah.com/assets/css/jquery.mCustomScrollbar.min.css	(from https://www.lovevivah.com/)
16:55:03	48387/48387	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Mar%202020%2011:25:03%20GMT	https://www.lovevivah.com/guaranteed-vivah	www.lovevivah.com/guaranteed-vivah.html	(from https://www.lovevivah.com/)
16:55:04	10120/10120	---M--	200	added ('OK')	image/png	etag:%222788-58f1d4c087700%22	https://www.lovevivah.com/assets/images/lvg.png	www.lovevivah.com/assets/images/lvg.png	(from https://www.lovevivah.com/)
16:55:05	7518/7518	---M--	200	added ('OK')	image/png	etag:%221d5e-58f1d4b32d780%22	https://www.lovevivah.com/assets/images/lvg-services.png	www.lovevivah.com/assets/images/lvg-services.png	(from https://www.lovevivah.com/)
16:55:06	2939/2939	---M--	200	added ('OK')	image/png	etag:%22b7b-57ba186cbaf40%22	https://www.lovevivah.com/assets/images/elite/elite3.png?v=1	www.lovevivah.com/assets/images/elite/elite33860.png	(from https://www.lovevivah.com/)
16:55:07	4031/4031	---M--	200	added ('OK')	image/png	etag:%22fbf-57ba186ad2ac0%22	https://www.lovevivah.com/assets/images/elite/elite4.png?v=1	www.lovevivah.com/assets/images/elite/elite43860.png	(from https://www.lovevivah.com/)
16:55:09	58025/58025	---M--	200	added ('OK')	application/javascript	etag:%22e2a9-58e0614b66900%22	https://www.lovevivah.com/assets/js/reg.js?v=8	www.lovevivah.com/assets/js/reg8e0e.js	(from https://www.lovevivah.com/)
16:55:09	42080/42080	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Mar%202020%2011:25:09%20GMT	https://www.lovevivah.com/about-us	www.lovevivah.com/about-us.html	(from https://www.lovevivah.com/)
